ID_OBS;FECHA;TRMax;TRMin
8482;15/12/2017;21,7;13,6
8482;16/12/2017;17,39;9,89
8482;17/12/2017;16,79;5,59
8482;18/12/2017;16,2;4,8
8482;19/12/2017;18,6;9,1
8482;20/12/2017;16,7;5,19
8482;21/12/2017;17,7;4,69
8482;22/12/2017;19,79;4,19
8482;23/12/2017;16,89;7,4
8482;24/12/2017;18,2;10,39
8482;25/12/2017;16,39;7,3
8482;26/12/2017;17,29;9,39
8482;27/12/2017;17,89;10,39
8482;28/12/2017;20,39;13,5
8482;29/12/2017;20,2;15,39
8482;30/12/2017;20,29;11,3
8482;31/12/2017;20;9
8482;01/01/2018;21,1;10,89
8482;02/01/2018;19,29;12,6
8482;03/01/2018;21,1;13,39
8482;04/01/2018;20,89;14,3
8482;05/01/2018;20,2;13
8482;06/01/2018;15,6;7,19
8482;07/01/2018;12,19;5,09
8482;08/01/2018;9,39;5,9
8482;09/01/2018;11,69;3,79
8482;10/01/2018;18,2;9,39
8482;11/01/2018;16,29;9,6
8482;12/01/2018;16,5;6,19
8482;13/01/2018;13,69;4,09
8482;14/01/2018;12;5,5
8482;15/01/2018;15,1;6,3
8482;16/01/2018;17,39;3,29
8482;17/01/2018;17,89;6,59
8482;18/01/2018;17,2;6,69
8482;19/01/2018;18,29;9,3
8482;20/01/2018;20,7;11,69
8482;21/01/2018;22,6;14,3
8482;22/01/2018;22,5;11,69
8482;23/01/2018;19,5;8,89
8482;24/01/2018;17,2;6,8
8482;25/01/2018;19,2;10,5
8482;26/01/2018;14,19;8,6
8482;27/01/2018;16;8,19
8482;28/01/2018;13,89;7
8482;29/01/2018;17,7;8,19
8482;30/01/2018;17,7;10,3
8482;31/01/2018;17,7;9,19
8482;01/02/2018;18,6;8,3
8482;02/02/2018;14,39;7,5
8482;03/02/2018;16,1;6,3
8482;04/02/2018;13,19;5,19
8482;05/02/2018;13;1,39
8482;06/02/2018;13,19;3,09
8482;07/02/2018;13;2,5
8482;08/02/2018;14,8;3,9
8482;09/02/2018;15,3;3,59
8482;10/02/2018;17,29;8,89
8482;11/02/2018;20,39;4,9
8482;12/02/2018;18,89;10
8482;13/02/2018;18,5;4,3
8482;14/02/2018;18,79;9,8
8482;15/02/2018;19,29;11,3
8482;16/02/2018;18,2;6,69
8482;17/02/2018;22,2;9,6
8482;18/02/2018;17,39;9,69
8482;19/02/2018;17,39;10,8
8482;20/02/2018;21,39;7,3
8482;21/02/2018;21;12,1
8482;23/02/2018;16,7;5,09
8482;24/02/2018;16,1;11,89
8482;25/02/2018;17,1;9,39
8482;26/02/2018;18,79;5,19
8482;27/02/2018;20,89;11,5
8482;28/02/2018;16,7;13,69
8482;01/03/2018;20,89;12,5
8482;02/03/2018;18,89;12,6
8482;03/03/2018;15,69;9,8
8482;04/03/2018;20,39;11,69
8482;05/03/2018;19,1;11
8482;06/03/2018;18,7;10
8482;07/03/2018;17,7;10
8482;08/03/2018;19,29;9,6
8482;09/03/2018;19,29;9,3
8482;10/03/2018;20;14,3
8482;11/03/2018;17,5;10,1
8482;12/03/2018;20,7;9,1
8482;13/03/2018;22,5;12,3
8482;14/03/2018;19,6;11,69
8482;15/03/2018;17,79;10,3
8482;16/03/2018;18,39;7,9
8482;17/03/2018;17,6;8,39
8482;18/03/2018;17,1;11,69
8482;19/03/2018;19,29;11,6
8482;20/03/2018;15,3;8,19
8482;21/03/2018;16,1;7
8482;22/03/2018;18;8,3
8482;23/03/2018;16,6;9,1
8482;24/03/2018;18;10,8
8482;25/03/2018;18,1;9,3
8482;26/03/2018;21,5;9,3
8482;27/03/2018;23,39;12,1
8482;28/03/2018;24,79;9,69
8482;29/03/2018;23,39;12,89
8482;30/03/2018;18,39;9,69
8482;31/03/2018;19,89;10,39
8482;01/04/2018;19,39;7,4
8482;02/04/2018;20,29;9,69
8482;03/04/2018;24,2;11,89
8482;04/04/2018;23,2;9,8
8482;05/04/2018;21,1;9,6
8482;06/04/2018;21,39;13,3
8482;07/04/2018;20,1;12,1
8482;08/04/2018;20,79;9,6
8482;09/04/2018;20;9,69
8482;10/04/2018;16,5;7,5
8482;11/04/2018;19,6;9,69
8482;12/04/2018;16,6;10,1
8482;13/04/2018;13;7,5
8482;14/04/2018;22,7;9,6
8482;15/04/2018;23,89;12,5
8482;16/04/2018;22,39;12,8
8482;17/04/2018;21,39;11,89
8482;18/04/2018;20,2;10
8482;19/04/2018;20,89;10,39
8482;20/04/2018;19,79;15,3
8482;21/04/2018;20,79;14,39
8482;22/04/2018;22,79;14
8482;23/04/2018;22,79;15,39
8482;24/04/2018;23,39;15,39
8482;25/04/2018;20,5;16
8482;26/04/2018;21,5;14,8
8482;27/04/2018;27;14,69
8482;28/04/2018;24,1;13,69
8482;29/04/2018;21,79;11,5
8482;30/04/2018;20,89;10,19
8482;01/05/2018;19,79;10,5
8482;02/05/2018;23;9,6
8482;03/05/2018;25,5;13,6
8482;04/05/2018;22,1;15,39
8482;05/05/2018;21,1;12,3
8482;06/05/2018;20,79;12,69
8482;07/05/2018;23;14,3
8482;08/05/2018;25,6;13,6
8482;09/05/2018;28,7;19,7
8482;10/05/2018;27,5;17,29
8482;11/05/2018;22,79;14,39
8482;12/05/2018;27;15,39
8482;13/05/2018;23,79;13,5
8482;14/05/2018;22,5;10,8
8482;15/05/2018;24,1;10,89
8482;16/05/2018;21,79;11,8
8482;17/05/2018;24;13,6
8482;18/05/2018;21,5;14,89
8482;19/05/2018;22,39;14,1
8482;20/05/2018;22,6;16
8482;21/05/2018;22,89;14,19
8482;22/05/2018;24,6;14,19
8482;23/05/2018;25,2;14
8482;24/05/2018;26,29;15,8
8482;25/05/2018;25,2;16,79
8482;26/05/2018;25,1;14,69
8482;27/05/2018;28,6;18,39
8482;28/05/2018;28,5;17,39
8482;29/05/2018;26;17,6
8482;30/05/2018;26,29;15,6
8482;31/05/2018;26,2;17,2
8482;01/06/2018;23,6;16,1
8482;02/06/2018;25,1;16
8482;03/06/2018;30,5;12,89
8482;04/06/2018;29,79;19,29
8482;05/06/2018;27,1;18,89
8482;06/06/2018;27,79;17,29
8482;07/06/2018;28,5;17,7
8482;08/06/2018;28,5;16,39
8482;09/06/2018;27,7;18,79
8482;10/06/2018;29,1;17,7
8482;11/06/2018;29,39;19,2
8482;12/06/2018;31;18,89
8482;13/06/2018;32,79;22,29
8482;14/06/2018;29,5;19,2
8482;15/06/2018;25,7;16,89
8482;16/06/2018;27;16,5
8482;17/06/2018;29,2;17,6
8482;18/06/2018;29,39;19,89
8482;19/06/2018;28,29;19,29
8482;20/06/2018;27,2;19,1
8482;21/06/2018;28,39;20,39
8482;22/06/2018;29,89;19,6
8482;23/06/2018;29,29;19,29
8482;24/06/2018;30,7;20,29
8482;25/06/2018;30,29;20,89
8482;26/06/2018;30,2;20,29
8482;27/06/2018;28,5;20,89
8482;28/06/2018;34,09;22
8482;29/06/2018;27,6;21,2
8482;30/06/2018;30,5;20,7
8482;01/08/2018;31,1;22,29
8482;02/08/2018;30,2;22,79
8482;03/08/2018;29,29;21,39
8482;04/08/2018;30,79;23,2
8482;05/08/2018;33,5;22,5
8482;06/08/2018;34,79;22,6
8482;07/08/2018;34,9;22,79
8482;08/08/2018;33,2;23,89
8482;09/08/2018;35;23,5
8482;10/08/2018;30,1;23,39
8482;11/08/2018;31,79;25,6
8482;12/08/2018;31,1;24,7
8482;13/08/2018;31,39;23
8482;14/08/2018;36,5;24,29
8482;15/08/2018;30,79;22,89
8482;16/08/2018;31;24,1
8482;17/08/2018;30;22,79
8482;18/08/2018;29,5;22,1
8482;19/08/2018;30,6;23,79
8482;20/08/2018;30,29;24,7
8482;21/08/2018;30,39;22,39
8482;22/08/2018;31,39;20,79
8482;23/08/2018;30,7;21,2
8482;24/08/2018;30,29;22
8482;25/08/2018;33,59;21,39
8482;26/08/2018;31;21,39
8482;27/08/2018;29,89;21,6
8482;28/08/2018;32;23,89
8482;29/08/2018;32,29;22,29
8482;30/08/2018;30,2;21,79
8482;31/08/2018;30,2;22,2
8482;01/09/2018;29,89;23,6
8482;02/09/2018;29,79;23,79
8482;03/09/2018;31,2;23,5
8482;04/09/2018;31,5;21,2
8482;05/09/2018;33,09;22
8482;06/09/2018;33,79;22,5
8482;07/09/2018;28,89;20,39
8482;08/09/2018;24,5;21,5
8482;09/09/2018;27,7;20,39
8482;10/09/2018;29,39;19,29
8482;11/09/2018;29,79;22,79
8482;12/09/2018;30;23,79
8482;13/09/2018;26,89;21,79
8482;14/09/2018;29,79;22,6
8482;15/09/2018;28,39;21,29
8482;16/09/2018;30,6;21,1
8482;17/09/2018;29,2;23
8482;18/09/2018;28,89;21,79
8482;19/09/2018;28,39;21,7
8482;20/09/2018;28,89;22
8482;21/09/2018;28,6;20
8482;22/09/2018;28,89;19,39
8482;23/09/2018;31,7;18,39
8482;24/09/2018;34,2;19
8482;25/09/2018;29,5;19,29
8482;26/09/2018;29;24
8482;27/09/2018;29,1;23
8482;28/09/2018;27,29;22,79
8482;29/09/2018;27;19,89
8482;30/09/2018;26,89;19,2
8487;01/07/2017;26,5;16,7
8487;02/07/2017;30,29;19,79
8487;03/07/2017;33;20,2
8487;04/07/2017;34,2;19,79
8487;05/07/2017;33,9;21,29
8487;06/07/2017;35,79;23,2
8487;07/07/2017;27,5;21,7
8487;08/07/2017;26,5;19,1
8487;09/07/2017;27,1;21,1
8487;10/07/2017;28,29;21,5
8487;11/07/2017;29,29;22,6
8487;12/07/2017;28,7;22,5
8487;13/07/2017;32,79;24,2
8487;14/07/2017;34,59;23,6
8487;15/07/2017;33,79;25,39
8487;16/07/2017;36,59;23,1
8487;17/07/2017;36,4;25,89
8487;18/07/2017;38,5;25,7
8487;19/07/2017;29,29;24,7
8487;20/07/2017;29;22,6
8487;21/07/2017;27,29;20,7
8487;22/07/2017;28,89;21,29
8487;23/07/2017;28,6;23,6
8487;24/07/2017;28,6;20,29
8487;25/07/2017;33,9;23
8487;26/07/2017;29,6;24,79
8487;27/07/2017;30,1;23,7
8487;28/07/2017;30,2;23
8487;29/07/2017;30,89;23,29
8487;30/07/2017;31,7;24
8487;31/07/2017;30,29;24,29
8487;01/08/2017;29,89;25,29
8487;02/08/2017;32;26
8487;03/08/2017;31,2;24,89
8487;04/08/2017;31,79;23,79
8487;06/08/2017;32,7;24,6
8487;07/08/2017;31,89;26,6
8487;08/08/2017;32,09;26,39
8487;09/08/2017;30,79;24,7
8487;10/08/2017;30,79;24,1
8487;11/08/2017;32,5;22,5
8487;12/08/2017;33;22,6
8487;13/08/2017;33,29;21,29
8487;14/08/2017;34,7;23,6
8487;15/08/2017;32,59;24,5
8487;16/08/2017;29,79;24,79
8487;17/08/2017;31,89;24,79
8487;18/08/2017;30,6;24,29
8487;19/08/2017;35,59;23,79
8487;20/08/2017;34,79;23,7
8487;21/08/2017;33,79;24,6
8487;22/08/2017;33,5;22,6
8487;23/08/2017;30,29;23,1
8487;24/08/2017;30;21,2
8487;25/08/2017;31;24,29
8487;26/08/2017;36,7;24,1
8487;27/08/2017;35,59;25,6
8487;28/08/2017;31,29;24,2
8487;29/08/2017;26,39;18
8487;30/08/2017;25,39;19,2
8487;31/08/2017;31,89;21
8487;01/09/2017;32,5;22,2
8487;02/09/2017;30,6;23,5
8487;03/09/2017;28,7;22,1
8487;04/09/2017;28,1;22,5
8487;05/09/2017;33,5;22,7
8487;06/09/2017;29,39;22,6
8487;07/09/2017;30,29;21,7
8487;08/09/2017;28,39;22,39
8487;09/09/2017;27,7;23,39
8487;10/09/2017;28,79;20,29
8487;11/09/2017;27,6;18,2
8487;12/09/2017;28;19,6
8487;13/09/2017;33,29;22,2
8487;14/09/2017;26,2;19,39
8487;15/09/2017;28,29;20,7
8487;16/09/2017;27,1;20,1
8487;17/09/2017;26,89;19,29
8487;18/09/2017;25,29;16,29
8487;19/09/2017;27;18,29
8487;20/09/2017;26,89;18,39
8487;21/09/2017;30,7;19,39
8487;22/09/2017;29,79;20,6
8487;23/09/2017;29,89;19,89
8487;24/09/2017;28;20
8487;25/09/2017;25,1;17
8487;26/09/2017;30,29;19
8487;27/09/2017;30;21,39
8487;28/09/2017;29,5;21,6
8487;29/09/2017;28,79;19,39
8487;30/09/2017;26,2;18,79
8487;01/10/2017;26,6;19,7
8487;02/10/2017;29,39;19,79
8487;03/10/2017;27,1;20
8487;04/10/2017;29,6;20,79
8487;05/10/2017;29,79;19,5
8487;06/10/2017;25,7;18,7
8487;07/10/2017;29,2;18,5
8487;08/10/2017;27,6;19,5
8487;09/10/2017;25,6;17,89
8487;10/10/2017;26;17,5
8487;11/10/2017;26,79;17,89
8487;12/10/2017;26,5;17,5
8487;13/10/2017;29,6;18,39
8487;14/10/2017;32,2;18,7
8487;15/10/2017;31,1;19,6
8487;16/10/2017;28,29;18
8487;17/10/2017;25;17,7
8487;18/10/2017;22,5;15,39
8487;19/10/2017;22,2;16,2
8487;20/10/2017;25,5;17,5
8487;21/10/2017;24;15,8
8487;22/10/2017;24,29;15,6
8487;23/10/2017;26,6;17,2
8487;24/10/2017;26,79;16,39
8487;25/10/2017;28,6;14,8
8487;26/10/2017;28,89;17,29
8487;27/10/2017;25;15,89
8487;28/10/2017;27,2;14,6
8487;29/10/2017;25,29;16,29
8487;30/10/2017;23,29;14,89
8487;31/10/2017;26,29;16,39
8487;01/11/2017;25,6;16,6
8487;02/11/2017;26,2;16,79
8487;03/11/2017;21,89;15,89
8487;04/11/2017;21,7;15,5
8487;05/11/2017;22,6;13,89
8487;06/11/2017;22;12,39
8487;07/11/2017;21,1;12,3
8487;08/11/2017;21,29;10,6
8487;09/11/2017;21,7;11,19
8487;10/11/2017;20,5;9,69
8487;11/11/2017;20,7;9,89
8487;12/11/2017;21,1;11,3
8487;13/11/2017;21,79;10,69
8487;14/11/2017;19,29;9,3
8487;15/11/2017;20,1;10,5
8487;16/11/2017;19,29;9,8
8487;17/11/2017;19,79;10,6
8487;18/11/2017;20;10,39
8487;19/11/2017;22,6;11,5
8487;20/11/2017;22,5;9,5
8487;21/11/2017;20,1;10,5
8487;22/11/2017;19,5;8,89
8487;23/11/2017;19,29;9,5
8487;24/11/2017;19,89;10,3
8487;25/11/2017;19,89;10,5
8487;26/11/2017;21,7;14,69
8487;27/11/2017;20;14,39
8487;28/11/2017;19,1;12,5
8487;29/11/2017;17,7;13,5
8487;30/11/2017;15,3;9,89
8487;01/12/2017;15,8;7,5
8487;02/12/2017;16,39;8,5
8487;03/12/2017;15,5;7,3
8487;04/12/2017;16,39;5,19
8487;05/12/2017;17,39;7,59
8487;06/12/2017;18,7;7,8
8487;07/12/2017;17,29;7,3
8487;08/12/2017;16,89;7
8487;09/12/2017;19,29;9,6
8487;10/12/2017;19,89;9,39
8487;11/12/2017;17,1;9,69
8487;12/12/2017;17,5;7
8487;13/12/2017;16,39;6,59
8487;14/12/2017;17;5,59
8487;15/12/2017;19,29;9,39
8487;16/12/2017;17,6;8,19
8487;17/12/2017;16,5;7
8487;18/12/2017;15,3;6,09
8487;19/12/2017;18,2;8
8487;20/12/2017;17;8,3
8487;21/12/2017;19,39;7,5
8487;22/12/2017;16,79;7,5
8487;23/12/2017;18,7;7,5
8487;24/12/2017;18,6;10,6
8487;25/12/2017;16,7;8,1
8487;26/12/2017;18;7,09
8487;27/12/2017;20,5;9,1
8487;28/12/2017;18,7;11,1
8487;29/12/2017;20,7;10,89
8487;30/12/2017;15,5;11
8487;31/12/2017;20,29;11,19
8487;01/01/2018;18,89;9,5
8487;02/01/2018;17,7;7,69
8487;03/01/2018;18,1;8,8
8487;04/01/2018;18,1;8,5
8487;05/01/2018;18,1;8,8
8487;06/01/2018;14,89;9,69
8487;07/01/2018;13,8;4,8
8487;08/01/2018;14,1;6,19
8487;09/01/2018;14,5;5,69
8487;10/01/2018;17,7;9,69
8487;11/01/2018;18,39;9,19
8487;12/01/2018;16,2;8,19
8487;13/01/2018;14,6;6,8
8487;14/01/2018;15,69;6,09
8487;15/01/2018;17,29;5,4
8487;16/01/2018;16;6,4
8487;17/01/2018;16,79;5,4
8487;18/01/2018;20,5;10,3
8487;19/01/2018;15,6;9,69
8487;20/01/2018;17;7,5
8487;21/01/2018;20,1;7,9
8487;22/01/2018;18,6;10,5
8487;23/01/2018;17,89;6,9
8487;24/01/2018;17,7;8,1
8487;25/01/2018;16,7;12,1
8487;26/01/2018;16,89;11,8
8487;27/01/2018;17,79;10,89
8487;28/01/2018;15,5;9,1
8487;29/01/2018;18,79;13,3
8487;30/01/2018;18,6;10,5
8487;31/01/2018;19,1;8,69
8487;01/02/2018;17,7;11,3
8487;02/02/2018;14,69;8,1
8487;03/02/2018;15,8;7,19
8487;04/02/2018;14,6;5,9
8487;05/02/2018;14;5,8
8487;06/02/2018;14,39;5,4
8487;07/02/2018;15;8,19
8487;08/02/2018;15,6;6,59
8487;09/02/2018;14,69;6,19
8487;10/02/2018;17;6,09
8487;11/02/2018;16,5;7,09
8487;12/02/2018;20,1;7,59
8487;13/02/2018;16,7;8,3
8487;14/02/2018;17,39;7,09
8487;15/02/2018;17,7;7,9
8487;16/02/2018;17,1;8,8
8487;17/02/2018;17,2;9,6
8487;18/02/2018;19,39;10,39
8487;19/02/2018;15,8;9,19
8487;20/02/2018;17,39;8
8487;21/02/2018;19,39;9,8
8487;22/02/2018;15,5;8,1
8487;23/02/2018;16,2;5,69
8487;24/02/2018;15,19;5,9
8487;25/02/2018;16,6;7,69
8487;26/02/2018;18;7,69
8487;27/02/2018;20,6;12,89
8487;28/02/2018;19,79;12,69
8487;01/03/2018;17,6;12,19
8487;02/03/2018;15,89;13
8487;03/03/2018;18,79;12,1
8487;04/03/2018;18,1;11,89
8487;05/03/2018;16,7;11,69
8487;06/03/2018;17,5;10,1
8487;07/03/2018;19;10,69
8487;08/03/2018;18,2;10,5
8487;09/03/2018;21;9,89
8487;10/03/2018;23,5;13,8
8487;11/03/2018;18;12,8
8487;12/03/2018;19,2;9,3
8487;13/03/2018;19,79;10,3
8487;14/03/2018;19,89;10,6
8487;15/03/2018;17,1;11,39
8487;16/03/2018;17,79;8,69
8487;17/03/2018;16,7;8,5
8487;18/03/2018;17,29;10,89
8487;19/03/2018;18,6;9,1
8487;20/03/2018;18,29;10,89
8487;21/03/2018;15,1;8,6
8487;22/03/2018;15,6;7,3
8487;23/03/2018;16,79;6,59
8487;24/03/2018;19,2;10,8
8487;25/03/2018;17,29;10,1
8487;26/03/2018;19,1;10,69
8487;27/03/2018;19,6;10,5
8487;28/03/2018;18,79;9,5
8487;29/03/2018;18,89;12,1
8487;30/03/2018;17,6;12,39
8487;31/03/2018;18,89;10,3
8487;01/04/2018;22,7;9,19
8487;02/04/2018;19,6;13,39
8487;03/04/2018;20,39;11,6
8487;04/04/2018;19,39;12,8
8487;05/04/2018;24,6;10,69
8487;06/04/2018;26,7;14,89
8487;07/04/2018;18,39;12,89
8487;08/04/2018;20,2;10
8487;09/04/2018;16,7;12,8
8487;10/04/2018;17,1;8,1
8487;11/04/2018;18,29;7,59
8487;12/04/2018;18,39;8,69
8487;13/04/2018;17,89;10,5
8487;14/04/2018;19,79;7,8
8487;15/04/2018;19;11,1
8487;16/04/2018;19,7;12,69
8487;17/04/2018;22,1;11,5
8487;18/04/2018;26;11,89
8487;19/04/2018;25,2;14,6
8487;20/04/2018;25,2;15,6
8487;21/04/2018;27,79;17,89
8487;22/04/2018;28,79;17,6
8487;23/04/2018;30,6;16,29
8487;24/04/2018;29,39;14,6
8487;25/04/2018;23;15,6
8487;26/04/2018;21,2;15,1
8487;27/04/2018;20,6;14
8487;28/04/2018;23,29;14,39
8487;29/04/2018;19,39;14
8487;30/04/2018;19,29;10,5
8487;01/05/2018;19,2;10,19
8487;02/05/2018;19,29;9,39
8487;03/05/2018;20,39;12,19
8487;04/05/2018;20,1;14,6
8487;05/05/2018;20,6;14,8
8487;06/05/2018;25,29;14,19
8487;07/05/2018;28;15,8
8487;08/05/2018;21,2;14,39
8487;09/05/2018;22,79;15,6
8487;10/05/2018;22,29;15,89
8487;11/05/2018;22,5;15,6
8487;12/05/2018;22,5;15,19
8487;13/05/2018;22,79;14,3
8487;14/05/2018;21,6;13,1
8487;15/05/2018;25,1;14,19
8487;16/05/2018;26;14,3
8487;17/05/2018;24,2;15,69
8487;18/05/2018;25,79;12,89
8487;19/05/2018;22,29;14,1
8487;20/05/2018;22,2;14,1
8487;21/05/2018;22,5;14,69
8487;22/05/2018;22,6;14,8
8487;23/05/2018;31,39;15,39
8487;24/05/2018;32,09;18,79
8487;25/05/2018;24,1;18
8487;26/05/2018;25;15,8
8487;27/05/2018;25,2;17,39
8487;28/05/2018;23;16,6
8487;29/05/2018;23,2;16,2
8487;30/05/2018;24,6;14,8
8487;31/05/2018;23,1;16
8487;01/06/2018;24,1;16,1
8487;02/06/2018;23,5;17,39
8487;03/06/2018;22,6;14,3
8487;04/06/2018;23,29;16,29
8487;05/06/2018;22,6;17,29
8487;06/06/2018;23,7;15,1
8487;07/06/2018;21,7;15
8487;08/06/2018;23,5;16,1
8487;09/06/2018;22,29;17,2
8487;10/06/2018;23,29;16,5
8487;11/06/2018;21,89;15,3
8487;12/06/2018;22;15,89
8487;13/06/2018;41,59;-4
8487;14/06/2018;24,6;16,79
8487;15/06/2018;26,2;19,2
8487;16/06/2018;31,39;19
8487;17/06/2018;33,5;20,6
8487;18/06/2018;34;21,29
8487;19/06/2018;31;21
8487;20/06/2018;33,2;22
8487;21/06/2018;34,2;19,79
8487;22/06/2018;34,5;20,7
8487;23/06/2018;36,7;21,7
8487;24/06/2018;35,59;23,29
8487;25/06/2018;27,1;21,7
8487;26/06/2018;26,2;20,2
8487;27/06/2018;26;20,7
8487;28/06/2018;26,1;21,7
8487;01/08/2018;39,2;21,79
8487;02/08/2018;38,29;23
8487;03/08/2018;28,5;22,7
8487;04/08/2018;31;24
8487;05/08/2018;30,6;23,6
8487;06/08/2018;33,9;25,6
8487;07/08/2018;33,5;25,39
8487;08/08/2018;36,79;25,39
8487;09/08/2018;29,39;24,1
8487;10/08/2018;35,5;22,5
8487;11/08/2018;36;26,2
8487;12/08/2018;33,7;24,6
8487;13/08/2018;29;24,1
8487;14/08/2018;29,39;22,2
8487;15/08/2018;33,9;25,2
8487;16/08/2018;30,7;24,7
8487;17/08/2018;29,2;23,2
8487;18/08/2018;34;25
8487;19/08/2018;34;25,5
8487;20/08/2018;34,79;22,6
8487;21/08/2018;34,4;24
8487;22/08/2018;31,39;23,5
8487;23/08/2018;29,1;22,7
8487;24/08/2018;29,6;22,7
8487;25/08/2018;31,1;22,6
8487;26/08/2018;35,5;23,5
8487;27/08/2018;36,29;24,29
8487;28/08/2018;38,09;25,7
8487;29/08/2018;29,2;23,5
8487;30/08/2018;34,79;24,6
8487;31/08/2018;34,4;23,5
8487;01/09/2018;35,09;23,6
8487;02/09/2018;31,79;23,6
8487;03/09/2018;29,6;23,89
8487;04/09/2018;29,2;22,6
8487;05/09/2018;28,5;20,29
8487;06/09/2018;28,29;20,2
8487;08/09/2018;31,5;19,39
8487;09/09/2018;30,79;21,5
8487;10/09/2018;31,29;21,5
8487;11/09/2018;31,79;24,39
8487;12/09/2018;33,4;24,5
8487;13/09/2018;27,1;22,39
8487;14/09/2018;32,79;22,89
8487;15/09/2018;31;23
8487;16/09/2018;32,09;22,79
8487;17/09/2018;31,6;24,2
8487;18/09/2018;28,79;22,89
8487;19/09/2018;28,89;22,5
8487;20/09/2018;29,29;22,7
8487;21/09/2018;27,79;22,29
8487;22/09/2018;30,6;21,2
8487;23/09/2018;36;21,6
8487;24/09/2018;35,29;22,7
8487;25/09/2018;32,79;22,5
8487;26/09/2018;32,09;24
8487;27/09/2018;30,39;22,6
8487;28/09/2018;29;20,5
8487;29/09/2018;26,5;18,29
8487;30/09/2018;26,29;18,7
8001;01/10/2018;20,79;15,19
8008;01/10/2018;18,6;9,69
8015;01/10/2018;18,1;11,8
8023;01/10/2018;18,39;15,39
8025;01/10/2018;19,29;13,39
8032;01/10/2018;14,8;8,3
8042;01/10/2018;21,29;11,69
8048;01/10/2018;27,5;9,6
8055;01/10/2018;21,7;6,69
8075;01/10/2018;16,79;8,1
8085;01/10/2018;17,1;10,5
8091;01/10/2018;17,2;5,09
8094;01/10/2018;23,6;9,6
8112;01/10/2018;23,89;9,69
8117;01/10/2018;12,39;2,4
8141;01/10/2018;21;10,3
8148;01/10/2018;18,5;7,69
8160;01/10/2018;21;13,1
8171;01/10/2018;25,89;10
8175;01/10/2018;26,79;13,39
8181;01/10/2018;25,2;18,2
8184;01/10/2018;23,79;8,3
8213;01/10/2018;20,89;6,3
8221;01/10/2018;26,29;14,3
8231;01/10/2018;26,2;11
8233;01/10/2018;19,89;6,4
8235;01/10/2018;21,1;7,5
8261;01/10/2018;30,2;17,6
8279;01/10/2018;29;13,6
8285;01/10/2018;26;18,1
8306;01/10/2018;28,89;15,8
8330;01/10/2018;32,7;16
8348;01/10/2018;28,6;14,8
8383;01/10/2018;31,29;19,1
8391;01/10/2018;33,79;18,89
8410;01/10/2018;34;17,7
8417;01/10/2018;28,7;18,2
8419;01/10/2018;30,89;13,6
8430;01/10/2018;29,5;17,29
8451;01/10/2018;31,89;19,1
8452;01/10/2018;26,29;21,39
8482;01/10/2018;33,29;21,89
8487;01/10/2018;26,79;20,1
60015;01/10/2018;25,7;16,89
60020;01/10/2018;28,39;21,89
8001;02/10/2018;21,79;13,5
8008;02/10/2018;20,5;5,3
8015;02/10/2018;19,29;8,3
8023;02/10/2018;18,89;12,69
8025;02/10/2018;19,7;7,69
8032;02/10/2018;17,39;0,6
8042;02/10/2018;24,6;8,1
8048;02/10/2018;28,5;8,39
8055;02/10/2018;23,29;2,2
8075;02/10/2018;18,1;3,2
8085;02/10/2018;19,1;8,39
8091;02/10/2018;21,2;1,79
8094;02/10/2018;24;6,8
8112;02/10/2018;24,79;6,5
8117;02/10/2018;14,69;2,2
8141;02/10/2018;22,7;6,9
8148;02/10/2018;21,39;5,5
8160;02/10/2018;22,79;12
8171;02/10/2018;23,79;7,09
8175;02/10/2018;25,89;13,3
8181;02/10/2018;24,39;14,8
8184;02/10/2018;26,79;4,69
8213;02/10/2018;22;4
8221;02/10/2018;27;7,5
8231;02/10/2018;26,2;5,9
8233;02/10/2018;21,29;2,4
8235;02/10/2018;22,1;3,79
8261;02/10/2018;28,79;13,5
8279;02/10/2018;24,39;7,69
8285;02/10/2018;26;14,69
8306;02/10/2018;24,79;13,3
8330;02/10/2018;31,39;12,19
8348;02/10/2018;24,29;10,39
8383;02/10/2018;32,09;17
8391;02/10/2018;34,5;17,89
8410;02/10/2018;33,7;15,39
8417;02/10/2018;27,1;15
8419;02/10/2018;29,79;9
8430;02/10/2018;27,6;18,2
8451;02/10/2018;33,7;17,1
8452;02/10/2018;26,6;20,1
8482;02/10/2018;27,2;19,29
8487;02/10/2018;28,5;19,79
60015;02/10/2018;23,79;16,89
60020;02/10/2018;27,2;21,89
8001;03/10/2018;23,5;12,89
8008;03/10/2018;28,79;4
8015;03/10/2018;22,5;8,69
8023;03/10/2018;17,7;12,8
8025;03/10/2018;23,1;7,9
8032;03/10/2018;22,5;0,4
8042;03/10/2018;29,39;11,1
8048;03/10/2018;32,29;6,8
8055;03/10/2018;25,29;7,5
8075;03/10/2018;22,89;6,5
8085;03/10/2018;25,1;9,6
8091;03/10/2018;26,79;5,9
8094;03/10/2018;26,5;8,8
8112;03/10/2018;27,29;14
8117;03/10/2018;16,1;6,5
8141;03/10/2018;27,2;8,8
8148;03/10/2018;24,1;9,89
8160;03/10/2018;27,2;13
8171;03/10/2018;27,5;9,3
8175;03/10/2018;27,2;11,69
8181;03/10/2018;26;15,69
8184;03/10/2018;28,5;9,5
8213;03/10/2018;25,5;8,19
